company_uuid,person_uuid,role,title
1f2a8d8a-44d8-a9f1-e6e5-54bf71060011,43746ef5-af41-85a3-245c-7e481a69544f,vp,VP & Chief Solution Architect
1f2a8d8a-44d8-a9f1-e6e5-54bf71060011,eb9471a9-056e-4608-995d-0af6a35114ee,vp,SVP Product and Technology
1f2a8d8a-44d8-a9f1-e6e5-54bf71060011,2ad803b2-00d1-fa63-666c-dc1700108ec5,c_suite,CTO
1f2a8d8a-44d8-a9f1-e6e5-54bf71060011,2ef8066f-8239-4536-970f-fb720519dc7b,vp,"SVP, Strategy"
1f2a8d8a-44d8-a9f1-e6e5-54bf71060011,0b42bf0a-1a1d-49e7-8c72-a3001b2ee498,other,Senior Software Engineer
8e3b4243-0e4e-98f4-11e6-c3e5ee573768,4c792a64-2329-942e-c942-c3ff7951ae7f,c_suite,CEO & Founder
8e3b4243-0e4e-98f4-11e6-c3e5ee573768,ad2db72d-cd81-ed44-8301-4eb212f49249,founder,Co-Founder
8e3b4243-0e4e-98f4-11e6-c3e5ee573768,c919a16c-c224-cc75-8419-49caa728648e,founder,Co-Founder
8e3b4243-0e4e-98f4-11e6-c3e5ee573768,a0ed6093-f0a3-b1c2-8e2b-87a0e2b763b1,vp,SVP of Engineering
8e3b4243-0e4e-98f4-11e6-c3e5ee573768,9208bf9b-4c9b-7ba0-0aa9-47578023926c,vp,Vice President of Sales
3bd0f192-2f15-1411-2613-bbc37b24f45e,ec5c1eef-8248-396b-d645-08542cb7048e,founder,Co-Founder
836597ff-16ff-e594-7a8e-b2404163099c,29fbd6a6-b74e-2340-703a-72b7a2132b52,founder,CAO & Co-Founder
7d5ca970-1f82-2378-792c-25b169b41ff9,163adc05-533c-4014-7794-93e8dcbd6120,c_suite,Founder & CEO
7d5ca970-1f82-2378-792c-25b169b41ff9,ced5d035-92c7-b734-0ebe-582f780fff4e,c_suite,Director Of Business Development | Leadership Team
b2c07454-51a8-6c4b-6405-dbaec13734eb,4925968d-180f-c9a3-d074-fcbc99a332ba,c_suite,CEO & Founder
b2c07454-51a8-6c4b-6405-dbaec13734eb,fc648f9f-680b-8e93-5770-cd97adea39ef,c_suite,Co-Founder & Chief Product Architect
1a67e3a9-0571-54da-3203-a47d4690299c,3b14b63b-fb9f-4818-96f2-dd731503a998,c_suite,CEO and Founder
fc06fa71-acab-9985-c2cc-91d4f9fa1515,593edaae-5fa0-453d-9c56-3a9299de3b0c,c_suite,Founder & CEO
659bd2e0-3f08-ebeb-e345-298bf49121d2,b3c012a3-819c-8b1c-4850-fb88ac32a23e,c_suite,CMO
659bd2e0-3f08-ebeb-e345-298bf49121d2,847aad27-b5b1-24ff-9bd2-c2642be733c5,c_suite,Co-Founder & CEO
659bd2e0-3f08-ebeb-e345-298bf49121d2,6953fec4-da0d-4c88-82bc-6e87e89a5162,c_suite,COO & Co-Founder
756c6063-1308-9cae-cd88-3e4090456e16,2cd1be4c-560b-47be-ae38-fe2d714d2685,founder,Founder
8ba08f01-e5ba-4009-217c-8288f03dc853,abbda1d1-ac28-e1cc-1e91-6070a60a2c81,c_suite,"Founder, CEO and Chief Historian"
8ba08f01-e5ba-4009-217c-8288f03dc853,2ad4001f-e5b3-3a8c-96b2-b69f29908652,vp,VP Sales & Customer Successs
8ba08f01-e5ba-4009-217c-8288f03dc853,6c76837a-2bf1-46df-8119-f8ffc4baf468,other,Engineering Manager / Software Engineer
8ba08f01-e5ba-4009-217c-8288f03dc853,b1d59f6b-abc1-e29d-99d5-0851142dbe41,vp,"VP, New Projects"
8ba08f01-e5ba-4009-217c-8288f03dc853,385df13c-8a38-483e-8941-73f915799c88,other,Senior Machine Learning Engineer
8ba08f01-e5ba-4009-217c-8288f03dc853,9a2cdb84-ead7-35a6-c4dc-5fce26f0ca44,other,Technical Product Manager
8ba08f01-e5ba-4009-217c-8288f03dc853,df59c52a-32b6-49a9-b8e4-b4ff35324972,vp,EVP Engineering
e22ffcf2-2dcb-541f-88f6-c2ec8be2de34,51fc8429-2572-4abd-8fab-1084e4133c67,c_suite,Co-founder and CEO
76a2e1ee-a89f-db99-4a42-e70c1e2c7db9,cdee4815-d82b-23d2-550d-4a98364b0a1d,c_suite,"CEO, Founder"
76a2e1ee-a89f-db99-4a42-e70c1e2c7db9,1ac3bc6a-ab16-28da-9cef-a017f95195af,c_suite,PR Director
76a2e1ee-a89f-db99-4a42-e70c1e2c7db9,e8146246-e13e-1382-8230-ff9bc8dc6e94,c_suite,"CMO, co-Founder"
7be5edaa-f992-8b3f-6baa-42f2c98f90b9,b07b797e-1d62-cf6e-25dd-e438088f284c,c_suite,Co-Founder & CEO
7be5edaa-f992-8b3f-6baa-42f2c98f90b9,7412283b-b50f-c8db-4c5a-f2a3a385db90,vp,VP Strategic Partnerships
bef7ade2-0e45-858c-9fbd-79b37dbdffed,28400c0e-179a-7517-8204-b30d666217e3,c_suite,CEO and Founder
b4cc2de7-4206-694c-cc1c-8695010d59ff,a1268c50-4d2d-a3f3-8381-ecb1a841f03c,c_suite,CEO and Co-Founder
b4cc2de7-4206-694c-cc1c-8695010d59ff,92350799-d590-444f-8247-2c3032cf815e,founder,Co-Founder
9bcab0cd-133b-7c67-d13d-da48f522940d,a7b5f6b4-551c-ac84-5005-bc449a95f52d,other,Software Developer Engineer - Platform
9bcab0cd-133b-7c67-d13d-da48f522940d,32b9282a-819f-d634-bdce-c98c08a64537,c_suite,CTO/Co-Founder
9bcab0cd-133b-7c67-d13d-da48f522940d,c2a77889-2653-0461-9a31-ad076ce51b36,vp,"VP, HR & Operations"
9bcab0cd-133b-7c67-d13d-da48f522940d,789b6cdf-bc0a-c415-e283-c460594ec16f,other,Administrative Assistant
eb03a4db-8dd1-7498-1148-77cc5f8a1824,8ae83eee-63ed-48da-959e-c6ace9142b8a,founder,Co-Founder and Data Engineering
f5e76890-7969-8e2e-b4d2-10fa9479e655,6b4d460f-b3ad-f013-04e8-d59433f4e332,other,Creator
82b38903-2225-768c-429c-f565cf412fd3,6ee23ced-ad0f-9d7c-be60-f2014fac8cab,c_suite,CEO & Founder
82b38903-2225-768c-429c-f565cf412fd3,c3907f45-7f8b-6e20-cc00-2343683315ff,vp,"Global Head of Sales and Marketing, New Product Development & Chair of Women at CEB, CEB"
82b38903-2225-768c-429c-f565cf412fd3,4deb36f1-da35-06ae-8138-87d3e0825d27,other,"Assistant Professor, Management & Entrepreneurship, University of Colorado, Leeds School of Business"
9e5abefc-74d7-8042-d74a-4c00dbd7f663,ebd6d13e-dfa9-696a-afc8-cdaec24d8e79,c_suite,Co-Founder & CTO
206936e6-8509-7551-39a9-5aa1ad2fe166,f4af9786-698b-4d00-b62b-e5e9b832b314,other,Software Engineer
206936e6-8509-7551-39a9-5aa1ad2fe166,c1855eab-e935-435a-a6b4-541e376eac3f,other,User Experience Design Lead
206936e6-8509-7551-39a9-5aa1ad2fe166,70a35a25-51b4-47c2-8ee6-39281e9d3ad1,c_suite,Co-Founder and CTO
206936e6-8509-7551-39a9-5aa1ad2fe166,52c3083c-1023-3138-8851-50844868802a,vp,Vice President of Engineering
206936e6-8509-7551-39a9-5aa1ad2fe166,89e39605-6cd6-4ca8-b11c-e9b7387caaab,c_suite,Co-Founder and CEO
206936e6-8509-7551-39a9-5aa1ad2fe166,d6e5fa4e-4473-40af-98e6-7de4f276ce1f,other,Software Engineer
206936e6-8509-7551-39a9-5aa1ad2fe166,73c3d026-91f8-8f5b-e0b1-495b911e013f,vp,Head of Product Design
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,6d551cba-3b60-4ee6-a620-2da876bc7962,c_suite,Co-Founder & CTO
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,cc90394f-d18f-44f6-97f5-da49d822cf1e,c_suite,Founder & CEO
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,e2f85a0d-ee46-4cd7-a8a8-568af733e3e1,c_suite,Sr. Director Strategic Partnerships
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,77756738-6064-4d5b-b37e-37820cdfed38,c_suite,Chief Architect
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,5844b078-9f32-b953-2053-002fdcc1b5c2,c_suite,COO and Co-Founder
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,f24cb364-f64f-4bfa-9608-f4e8cc69df3c,vp,VP of Government Affairs and Public Policy
1527974b-d8aa-b6e3-24be-a0c0674ab3f0,f01a4b8e-3588-45fc-b3e9-f7de5fc2a5fd,vp,"VP, Strategic Partnerships"
96afbced-6125-5777-e357-0a090e9cf5c2,336258e8-cbf0-83ec-aa1d-09255c88391e,c_suite,Co-Founder & CEO
d0d2dfdc-a7c7-9114-a2c3-9e536e8ee3c2,7ade19cb-839c-42c8-9a69-e4006a289d74,c_suite,"Cofounder, CEO"
d0d2dfdc-a7c7-9114-a2c3-9e536e8ee3c2,e36d4361-1267-62ef-9a58-a73c23124419,founder,Founder/GM Investigations
16435342-4cf0-621c-2584-0a5ed67467eb,7d2dd2a9-41b6-b2ef-6301-9b406fc5b47e,c_suite,Co-founder and CEO
16435342-4cf0-621c-2584-0a5ed67467eb,54b044ec-3749-2ee6-1f56-67484a5e072f,c_suite,Co-founder and COO
16435342-4cf0-621c-2584-0a5ed67467eb,9e592d0e-7860-204d-8a8c-60b9763d15fd,c_suite,Co-Founder and CTO
16435342-4cf0-621c-2584-0a5ed67467eb,714dc7e1-60a8-4c7f-b9d4-03017b7fdad6,c_suite,Chief Medical Officer
16435342-4cf0-621c-2584-0a5ed67467eb,5cb6ed1b-3a80-4f9f-8241-1505a76d9039,vp,Vice President of Sales
cb5a80e9-e82a-864d-f27a-095feaef0085,44ef5d6d-6b62-3b1b-73f7-668b2e2412d3,c_suite,CEO & Founder
cb5a80e9-e82a-864d-f27a-095feaef0085,1d3eb9b2-32b0-8a6f-ba82-f266223146ff,other,Data Scientist
cb5a80e9-e82a-864d-f27a-095feaef0085,0c1ccb0e-546d-3771-1e03-482d87cf33cc,c_suite,Chief Product Officer (CPO) & Co-Founder
cb5a80e9-e82a-864d-f27a-095feaef0085,76352df2-88e5-4e96-9737-fb8ea6dd2bcd,c_suite,CTO
cb5a80e9-e82a-864d-f27a-095feaef0085,ec7ed53f-a2a5-f222-6c20-b32a222dad08,advisor,Clinical Advisor
d27f66f7-a4a2-4252-da8a-387927f9f0d4,ef1a6af0-a180-49e5-82c4-5110ba5280d0,c_suite,CEO and Founder
d27f66f7-a4a2-4252-da8a-387927f9f0d4,557511dd-9501-57d2-793e-80c30c6cb808,vp,"VP Corporate Development, Finance & Counsel"
d27f66f7-a4a2-4252-da8a-387927f9f0d4,f1816b18-ba36-4a89-8560-d62dbc0110ca,other,CLO
d27f66f7-a4a2-4252-da8a-387927f9f0d4,447d47b3-81a4-48be-86fe-c9d3aa3f2e69,vp,Head of Planning & Execution (PLEX)
d27f66f7-a4a2-4252-da8a-387927f9f0d4,247e40a1-56f2-6675-ba54-820b364643af,vp,VP of Quality and Operations
9d6e7fe4-eca5-e9d3-5469-0e9b9c13f587,f35a75b0-568e-4485-ba51-8c4e8de6a5bd,other,Country General Manager
9d6e7fe4-eca5-e9d3-5469-0e9b9c13f587,0b618e91-ead1-4080-8c62-74d55a402f41,other,CxO & Member
9d6e7fe4-eca5-e9d3-5469-0e9b9c13f587,f9cf4041-3f38-4de5-bad0-53089b83c967,c_suite,Chief Marketing Officer & Founder
9d6e7fe4-eca5-e9d3-5469-0e9b9c13f587,eda22d1e-540b-46f7-de1c-0223d370f8ed,founder,Co-Founder and Member of the Board
216d168b-f88d-d9b6-fb87-4ef0508da01d,3f08c978-d667-3a5c-e8ee-6c6f33c4a197,founder,Co-founder
a62f4a53-72c8-23f8-b502-6fa98d1d2bed,0765a12d-8c28-5933-41ed-0ecaa32dd02d,c_suite,Founder and CEO
a62f4a53-72c8-23f8-b502-6fa98d1d2bed,fe32d23f-11f2-beb4-948e-70b87575611b,advisor,Advisor
b042930e-81d9-3760-6c1d-62a3986e51b3,b2aa792a-cbf6-4c88-a7ed-99b17e136416,c_suite,CTO
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,d41aaa7c-7c1e-9c08-d042-9a507e0e4d4a,c_suite,CTO
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,3907ffc2-8fcb-660f-5e5e-f5e3567fe4b2,vp,"Head of Solution Engineering & Map Operations, VP"
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,79d88f24-b24f-4148-be5d-4b5b2dfd34a5,other,Software Engineer
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,17e0ccaf-8c51-4aec-8b74-9284dd916eaf,other,GM of APAC
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,d3d7aa6e-0fd6-48fc-819a-6164ec2165b1,c_suite,COO & Head of Product
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,d32ad67e-064d-42b8-8b4c-6e817e0937df,other,Software Engineer
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,de26da7e-010d-461b-a203-0e649de7a698,other,"Manager, Global Human Resources"
1eb7b9e6-dfc0-2fc6-b39b-d98e6b24ca56,8536f752-b0cf-44eb-9bc0-ccb37e3dfbd3,other,Software Engineer
f45c176c-a69c-cc75-6ac7-78f2d1646cc2,9fd34e25-cdcd-c492-bfc2-d1a4b4dbf6ba,c_suite,Co-Founder & CEO
f45c176c-a69c-cc75-6ac7-78f2d1646cc2,dd075b1d-066e-42e7-a324-52e931743ef0,vp,Head Of Product Development
c4e08fbb-b6c0-57cd-5cab-1acab8398fbb,847200c1-cf51-35a0-4c84-d24777ded631,c_suite,"Chief Executive Officer and Chief Architect, Chairman of the Board"
c4e08fbb-b6c0-57cd-5cab-1acab8398fbb,07295dca-f6c0-4748-81ae-c5b8edcff127,c_suite,Co-founder and Chief Technology Officer
c4e08fbb-b6c0-57cd-5cab-1acab8398fbb,fd8d185b-ac4d-4171-8de8-c25318226e83,c_suite,Co-Founder and Chief Engineer
c4e08fbb-b6c0-57cd-5cab-1acab8398fbb,19dfe8da-4aaa-4e53-bc22-f6fb22b8b8e8,c_suite,Chief Strategy Officer and Co-Founder
21e19144-4738-be07-c9e5-fe7eba56393c,d06ef385-4208-a186-80c7-9a5039587342,c_suite,Co-founder & CEO
21e19144-4738-be07-c9e5-fe7eba56393c,8ea072f1-c033-4dfb-bdb0-9a1b30503578,c_suite,Co-Founder & CPO
21e19144-4738-be07-c9e5-fe7eba56393c,c6a531dc-e982-60d0-f85c-2e27933fd64f,vp,Head of Development
c1419ea2-b010-bbe3-2157-a9af97d0e69a,d60241eb-6fb8-45f0-2426-6d6d28a01dd7,c_suite,"Founder, CEO and Chairman"
c1419ea2-b010-bbe3-2157-a9af97d0e69a,fff2d0da-8869-50e3-31eb-25e16694fd14,advisor,Co Founder & Advisor
c1419ea2-b010-bbe3-2157-a9af97d0e69a,8aaab0e6-ac39-0d04-df2a-e6ef5a10aefa,c_suite,"CEO, Accrete AI Government"
c1419ea2-b010-bbe3-2157-a9af97d0e69a,1bcf49c6-d061-42e1-94f6-8399e80faafd,c_suite,Accrete logo Chief Legal Officer
c1419ea2-b010-bbe3-2157-a9af97d0e69a,bd6db3c3-0af6-9d9e-7a1f-ad46f40a82b7,other,Chief Knowledge Officer
c1419ea2-b010-bbe3-2157-a9af97d0e69a,8d6c1d11-8a01-4e2d-a4b6-70c6cf98cca3,c_suite,Chief Technology Officer
c1419ea2-b010-bbe3-2157-a9af97d0e69a,b640eb8f-3942-2571-9e63-2b156089ce38,other,Lead Developer
c1419ea2-b010-bbe3-2157-a9af97d0e69a,89af62ca-980c-46bf-b1aa-603e66232c22,c_suite,Federal CTO
c1419ea2-b010-bbe3-2157-a9af97d0e69a,ee04f791-d132-43b8-acb8-5e95f0cc0eff,c_suite,Director
c1419ea2-b010-bbe3-2157-a9af97d0e69a,e1233cee-4a53-9697-95ea-a60090692aaa,c_suite,Director Of Operations
c1419ea2-b010-bbe3-2157-a9af97d0e69a,59c6d8f3-1559-2e34-7899-cf018db997fc,other,Sr Product Manager
c1419ea2-b010-bbe3-2157-a9af97d0e69a,11066858-36dc-f465-bc08-fcdd318fd85a,other,UX Developer
c1419ea2-b010-bbe3-2157-a9af97d0e69a,c89c6a5a-18a6-003e-36a5-7dcf7c512a79,other,Project Manager cum Data Delivery Head
91993056-c004-cdf2-d813-fe2acc9864aa,b5bab9de-889b-08a7-aec7-501712b479f0,c_suite,Co-Founder and CEO
91993056-c004-cdf2-d813-fe2acc9864aa,109a91fc-299e-d454-dc4b-45dcbaea51c5,c_suite,Co-Founder and Chief Research Officer
50508dc7-65c5-0e50-d4fa-285b658cd8e1,b83800a1-68b6-33ad-7f18-5dee3ff34ba1,advisor,Advisor
6f63f6ec-b6ce-9f3c-f9e2-b34a9345e54d,9ff62ca4-6a44-c9f7-c144-39d2c2d15fd9,founder,Co-Founder and Full Stack Developer
6f63f6ec-b6ce-9f3c-f9e2-b34a9345e54d,1d8badac-19c5-7e7c-80a8-51b839c195ce,founder,Co-Founder
6f63f6ec-b6ce-9f3c-f9e2-b34a9345e54d,d707bce3-ef19-41d3-5d70-32b3d59ca869,founder,Co-Founder
e2724b53-4ea3-0198-e8a7-4180aa040222,305ff5d5-426f-b9e2-97ca-3d8500e6aa72,c_suite,Co-Founder and CEO
e2724b53-4ea3-0198-e8a7-4180aa040222,aa06f784-de1f-24c5-1cdf-30815409566d,c_suite,"Co-Founder, CCO & COO"
ed68c717-7ec4-4864-1be8-71d8ab111af9,8eed2161-2aef-49f6-ab5f-2a480c8feaa7,founder,Co-Founder and Chief Scientific Officer
ed68c717-7ec4-4864-1be8-71d8ab111af9,d0c30ef8-9f56-481c-87aa-bf95be62f06a,c_suite,CEO and Founder
ed68c717-7ec4-4864-1be8-71d8ab111af9,111bf59c-1141-4783-a219-b0a6e7001245,c_suite,Chief Operating Officer
c5eebe55-6ec9-9bd3-adaa-297e1444c212,6c9bd741-048a-4489-9111-ada8edc5996d,founder,Co-Founder & Chief Scientific Officer
c5eebe55-6ec9-9bd3-adaa-297e1444c212,6562bac9-4d3c-42f7-945c-05d82a3afeb3,c_suite,Chief Operating Officer
2d18327a-35a8-7230-17a1-ffe39fdf01d8,0cb728e8-4346-ff4e-36f2-d0336f7422c3,c_suite,Co-founder & CEO
a5a0f618-ee58-1153-b747-5d625bd9238e,140144e2-f635-4b8f-a7ff-79f0aaa494b5,founder,Co-Founder
a5a0f618-ee58-1153-b747-5d625bd9238e,3565afaa-2763-6b31-3e79-06d3c7395ff7,founder,Founder
a817e230-f21e-bf4e-2c27-b635a674992b,a21e60bd-fe2c-4d9d-ac20-7e8bbf44f78b,c_suite,"Founder, CEO and CTO"
a817e230-f21e-bf4e-2c27-b635a674992b,a1b32042-a77b-def9-c2f7-80f599b5b791,other,Senior DevOps Architect
2093a05b-c4a0-e2f6-6d8e-9b2b1f518b19,9f12eecd-1286-b342-9722-6eb0d45592f2,c_suite,"Co-Founder, CEO"
2093a05b-c4a0-e2f6-6d8e-9b2b1f518b19,46e58f60-c596-4ff9-a26e-246862f9aa15,vp,Head of R&D
2093a05b-c4a0-e2f6-6d8e-9b2b1f518b19,f5c471cc-4827-4faa-bb87-b69744ad6884,c_suite,CFO
6d721758-af42-f3db-85fd-f6c0770a88df,fe98f917-adde-2e7d-24b9-8d5a782fd197,c_suite,Founder & CEO
6d721758-af42-f3db-85fd-f6c0770a88df,e08feb0b-2e6d-013a-b3d1-f3d50eb79f20,founder,Founder & Head of Product
6d721758-af42-f3db-85fd-f6c0770a88df,8c1e9312-bbde-901c-dd65-b7ecfb660f99,other,Data Scientist
6d721758-af42-f3db-85fd-f6c0770a88df,4fe7a70b-3178-fe6f-2b82-d6f8f234bdee,advisor,Psychiatry Advisor
3affe23b-6989-123d-8d66-63fc8d8866e1,36e547d4-b9b6-8d2f-4d25-07675717b920,c_suite,CFO
3affe23b-6989-123d-8d66-63fc8d8866e1,757cb1eb-d114-804f-c3a7-20e95c2bb346,advisor,Business Development Advisor
3affe23b-6989-123d-8d66-63fc8d8866e1,30b054c9-f4e1-7068-c04e-5b9da0213035,c_suite,CEO
3affe23b-6989-123d-8d66-63fc8d8866e1,bf2a9dc6-5f0d-9287-1f0e-31148f7deec4,c_suite,CTO
3affe23b-6989-123d-8d66-63fc8d8866e1,e4c54e9d-8657-a360-af3a-07bc5317f23d,other,General Counsel
3affe23b-6989-123d-8d66-63fc8d8866e1,6f0d6a02-cc25-710d-7a6a-ecdeb2c9b772,advisor,Advisor
537b9db3-3ac5-abd7-c216-c7c88dd6ad0f,cf0c7545-6aa9-035b-2870-9193d309fd46,founder,Co-founder
e37b9007-63aa-2a54-c703-78a89bfd62ac,5c7999f6-ed1a-fc3e-e0ad-4f61b02f8395,other,"Frontend lead, Squad lead."
e3efd10f-9463-5350-8eb7-0485ca57562e,1564389c-0133-cacb-56f2-559b0cc15180,c_suite,Chief Executive Officer
56f440b2-762e-3b0f-0485-91be0241a084,b13f64b1-53fd-92cb-c4bc-aa0ecbebfe95,vp,VP Data Strategy
56f440b2-762e-3b0f-0485-91be0241a084,870fd910-5b78-46ea-b437-f2b390dfbd5b,advisor,Advisor
a8e6b7e6-e716-d46a-f659-1f24657b0dc1,9222102a-0e85-ab72-713a-182f3b0c0967,c_suite,Founder & CEO
a8e6b7e6-e716-d46a-f659-1f24657b0dc1,df94ce89-ae29-c6e9-8019-502ef33a12c0,c_suite,CTO and Head of Engineering
a8e6b7e6-e716-d46a-f659-1f24657b0dc1,1c6f589d-db2b-aa8f-ca2e-121f0eddfe27,c_suite,Senior Director of Product Management
6cbcc0d2-bc93-b22e-a49d-934b3a6c8215,3c05b248-22a0-a7d3-9016-63aba55c9669,c_suite,Founder and Chief Executive Officer
6cbcc0d2-bc93-b22e-a49d-934b3a6c8215,7cea985a-7a11-4ced-86f9-b5d25d73fd6a,other,President
6cbcc0d2-bc93-b22e-a49d-934b3a6c8215,0fa5aea9-6c9f-7c30-da52-29655bbc173e,vp,Vice President R&D
c5399c8f-7af5-2517-427f-9755d021931f,1215953a-3946-e57a-55d3-9b077a9fcebe,vp,Head of Product
c5399c8f-7af5-2517-427f-9755d021931f,1f6ffb31-93bc-4586-bdca-62227a6176a4,c_suite,CEO
f8fb24b1-35e8-2c52-c4d6-53f2ce22292a,cb67de17-fd2c-2247-5083-821137b998e8,c_suite,CEO & Co-Founder
f8fb24b1-35e8-2c52-c4d6-53f2ce22292a,04876f79-c1e6-6f8b-21a5-28a55971601f,c_suite,Co Founder & Director of Marketing
f8fb24b1-35e8-2c52-c4d6-53f2ce22292a,222d9952-2346-94a9-7afb-c3d472301611,advisor,Co-Founder & Design Advisor
f8fb24b1-35e8-2c52-c4d6-53f2ce22292a,66215b58-ce78-4a8d-a89f-3caee5047042,c_suite,COO
a23f8cf5-2f22-3cb5-c074-202839e66044,da6b209d-5ef6-ca14-283b-ac1a2ef8100c,c_suite,Co-founder and Chief Operating Officer
a23f8cf5-2f22-3cb5-c074-202839e66044,9b8c2faf-4e96-da1e-db3a-245118987140,other,Chief Customer Officer
a23f8cf5-2f22-3cb5-c074-202839e66044,30d4d591-32ac-a860-7912-cd8cd2d58312,other,Test Engineer
a23f8cf5-2f22-3cb5-c074-202839e66044,90a03f15-a38c-c90e-4620-a1d8540eaa47,c_suite,CTO
a23f8cf5-2f22-3cb5-c074-202839e66044,25f0b64e-1693-415a-a5ca-d4a95a732a4b,c_suite,Chief Revenue Officer
a23f8cf5-2f22-3cb5-c074-202839e66044,bbb864b7-5b68-42bc-b758-e9323e573565,c_suite,Director Of Quality EngineeringDirector
57410f95-8ab7-01a1-8086-0e601c17e2e3,1da18d4f-e40c-4f0d-8c37-bff2a4b5b93c,c_suite,CEO
57410f95-8ab7-01a1-8086-0e601c17e2e3,62335dd2-d063-f32e-6a14-00f63788721f,advisor,Strategic Advisor
57410f95-8ab7-01a1-8086-0e601c17e2e3,9d7e117c-9590-5a19-bb6b-c21abeef6057,vp,Vice President Of Engineering
ef0ebf82-f7f3-fe6b-3a5c-18dcabc2e97c,eb8df565-ad8f-52e5-0a37-0ddc15871a41,founder,Founder
0a105ec8-e842-511f-1a2a-1683691f1b5a,8b84afbf-d685-1490-8440-a9f7e01281fc,c_suite,CEO & Founder
0a105ec8-e842-511f-1a2a-1683691f1b5a,e5bfbfce-e7ac-4810-bfb6-790514a389af,founder,Co-Founder
0a105ec8-e842-511f-1a2a-1683691f1b5a,73828be4-690a-4f03-bd0c-1cb660b39c8f,c_suite,CTO and Co-Founder
0a105ec8-e842-511f-1a2a-1683691f1b5a,55bc1521-853b-0424-5f9e-078a1f5aabfc,other,Product
0a105ec8-e842-511f-1a2a-1683691f1b5a,be38e5b1-1799-45e4-bf2c-1a40bb895c85,c_suite,Chief Revenue Officer
0a105ec8-e842-511f-1a2a-1683691f1b5a,1cc70937-5684-d743-165d-9dfa11b4a3bf,c_suite,Design Director
0a105ec8-e842-511f-1a2a-1683691f1b5a,3f9da57f-e416-30f4-cd4a-acd19d8300e0,other,Staff Security Engineer
0a105ec8-e842-511f-1a2a-1683691f1b5a,847e7042-48ae-47e5-ae2c-f339bd415255,vp,VP of Security
0a105ec8-e842-511f-1a2a-1683691f1b5a,074d0077-e22c-4455-9104-343acf665083,c_suite,CMO
0a105ec8-e842-511f-1a2a-1683691f1b5a,c6ff864c-dcee-cfe5-6399-9cb641020fb8,vp,"Vice President, Worldwide Partner Organization"
0a105ec8-e842-511f-1a2a-1683691f1b5a,5c5f679e-bd8b-4ce3-b453-48ad1aa44e92,vp,"Head of Sales, Enterprise West"
0a105ec8-e842-511f-1a2a-1683691f1b5a,15161b56-b31b-8a0b-ea45-4a0b1f1dfba1,other,Senior Revenue Operations Manager
0a105ec8-e842-511f-1a2a-1683691f1b5a,66d8cf82-2465-460f-b0ea-c236ff58c7e5,other,Marketing Designer
0a105ec8-e842-511f-1a2a-1683691f1b5a,33cd8723-4588-5f89-0905-1cb900888ccd,other,Customer Support Lead
0a105ec8-e842-511f-1a2a-1683691f1b5a,3541eb1f-8b4e-4467-b7e7-84ac27ac4dca,other,"Manager, Coalesce (People Management)"
0a105ec8-e842-511f-1a2a-1683691f1b5a,33002f93-6e42-4b05-9ddd-cdee6783f62d,other,Solutions Architect
0a105ec8-e842-511f-1a2a-1683691f1b5a,99e675d9-fc11-4465-adc7-6149b31274e5,other,Senior Full-Stack Engineer
0a105ec8-e842-511f-1a2a-1683691f1b5a,7311e42d-d7be-4b00-b54f-336312172dd4,c_suite,Director of Community
0a105ec8-e842-511f-1a2a-1683691f1b5a,4bf628a1-938f-4178-90a9-c5a43c154c83,other,Senior Frontend Engineer
f6bd85e4-be8e-b42a-60c9-1b1b049b849a,9af91ce7-e52c-48c0-e230-8e70de64bae7,c_suite,Founder & CEO
f6bd85e4-be8e-b42a-60c9-1b1b049b849a,a574158c-57cf-d6b7-d223-115106c607b1,founder,Founder
f6bd85e4-be8e-b42a-60c9-1b1b049b849a,7da28417-e134-4aaf-9926-0fb201d5ee6e,founder,Co-Founder
f6bd85e4-be8e-b42a-60c9-1b1b049b849a,888d252b-129b-0cab-c3f0-77b8b99516e7,vp,VP of Software Engineering
f6bd85e4-be8e-b42a-60c9-1b1b049b849a,55d734a4-9077-31ea-5cd0-5d2bc105e46c,vp,Head of People
a881e90b-a5c8-0dad-527e-535e21ec2d8c,85cd8043-669d-f64f-1707-8d103604785b,c_suite,Chief Executive Officer
a881e90b-a5c8-0dad-527e-535e21ec2d8c,7acf372f-e132-2892-e6dd-57ecddad7276,vp,"EVP, Corporate Strategy"
a881e90b-a5c8-0dad-527e-535e21ec2d8c,adc84db7-6615-4618-eb53-8e0f8f0ba348,other,Research & Development
