company_uuid,person_uuid,role,title
08caf8a6-c5c6-4252-8688-193dedc8dc1a,bb29d59c-7c0a-4495-8d43-00092d33da86,c_suite,Co-Founder and CEO
08caf8a6-c5c6-4252-8688-193dedc8dc1a,b7f64672-4964-4b59-a9b6-bd8d3ba4528b,c_suite,Co-Founder and CTO
743b4736-291d-4abb-88ed-578cfbbc68cc,25a954f8-5fc4-8f66-00dd-ca653fd08a8b,c_suite,"Co-Founder, President & COO"
743b4736-291d-4abb-88ed-578cfbbc68cc,5c82fce5-9a0c-4908-9189-6016a39bec3b,founder,Co-Founder & CGO
743b4736-291d-4abb-88ed-578cfbbc68cc,e31c9dca-5bf9-44fd-8fe8-7afe66b48778,c_suite,Co-Founder & CEO
9fe81836-4037-411e-8801-5404136b082d,3e6bc2ba-014f-1b41-5a3a-e8c53ac424a8,c_suite,Co-Founder & COO
9fe81836-4037-411e-8801-5404136b082d,f1c1c1bf-bc35-9ac8-34d2-3e1427bd5596,c_suite,Co-Founder & CEO
0403c8b8-4a21-456e-9985-40ac3d2fd927,a101de01-1eb4-4301-8893-ee68a3f883b8,c_suite,CEO
39fb72c4-9c7c-4798-a0af-9d28ad3d7107,3227205a-da65-46e3-ba04-177a1b4df5c8,c_suite,CEO
390f2109-029b-4c2c-8f2a-b7c53872498f,385d4f3f-01ae-4a80-80e2-ba93ea2500bc,c_suite,Founder and Chief Executive Officer
ee5391f3-7edb-48e8-9db2-94f01ea87795,6c65d9c7-0cf0-4fa1-8567-e52d8f355223,founder,Co-Founder
ee5391f3-7edb-48e8-9db2-94f01ea87795,0fe3e84d-1e6c-4670-8550-bdb2edc04e16,founder,"Co-Founder, SVP of Product and Customer Experience"
ee5391f3-7edb-48e8-9db2-94f01ea87795,4d78a887-4dfa-4eb2-8a5f-1c4056034302,c_suite,Co-Founder & Chief Technology Officer
5b3bef32-ef72-4b3b-8af7-945c3b925b33,b23d1bbe-30a8-4db1-ac4c-1a0241d3ef3d,c_suite,Chief Executive Officer
8205f291-401e-49d1-b1fe-d75cfcd7306f,63f39e8c-f3c5-5484-7928-8de35c11ddb1,c_suite,Chief Operating Officer
8205f291-401e-49d1-b1fe-d75cfcd7306f,1184e56d-2c59-4990-b2ac-3742bc7700aa,c_suite,Founder and CEO
bf35e684-b78c-4959-a0c3-3bf6df792e90,f66f2821-d211-407d-a587-2537518e377e,c_suite,Co-Founder and CEO
bf35e684-b78c-4959-a0c3-3bf6df792e90,37c297d7-5981-44d8-953c-b7a5256dfc4a,c_suite,Co-Founder and CTO
23af5249-2dab-41d3-b890-8a56012e5bae,b61c2368-3de8-5eb8-8eb2-5dca4a60d0b5,founder,Co-Founder
23af5249-2dab-41d3-b890-8a56012e5bae,dbd6bcf9-8c53-4cf3-b1e2-9f79afe97a04,founder,Co-Founder
76e9337b-869f-4067-b4dd-4ecde3db8218,8c29c346-cf68-4525-dd19-e30ffe42ee08,c_suite,Co-founder & CEO
76e9337b-869f-4067-b4dd-4ecde3db8218,9a42878a-f196-4d38-908e-a31965e20b15,c_suite,Co-Founder & COO
c22e4330-a69d-42c0-a4aa-6da094597c4c,2e59866f-f8fa-43a5-ab40-e9303f85dad9,board_member,"Co-Founder, Executive Officer, President and Board Member"
c22e4330-a69d-42c0-a4aa-6da094597c4c,174cdf72-0fd2-4894-bcaa-4f7ba76eca05,board_member,Co-Founder and Board Member
176b37fd-05ae-46f8-b1b3-11505f87a799,681c47ea-3ffd-4942-c8d6-80b4f276227b,c_suite,COO
3dfb2c77-8f89-4085-acb7-34498674243c,dd4c6104-b072-4a60-8183-1145345423ae,c_suite,Founder & CEO
b2d08126-38db-4af3-bfe6-e0abfbf6664b,d5f33e2a-4a99-acc6-db60-026bdf3f9c13,c_suite,Founder & CEO
8fd1ca2f-f9a7-4a2a-bc68-970a4d6f5e1c,a09c4821-6ace-47eb-bc20-d31d2bcfea51,founder,Co-Founder
8fd1ca2f-f9a7-4a2a-bc68-970a4d6f5e1c,8f2da3f3-27b3-4870-8db8-8500eaa6ee3c,c_suite,"Founder, CEO and CPO"
4f26fd0b-9827-4ac6-b81b-695d0be91124,76b921f9-3784-b3c2-0b0f-a7758c113268,founder,Founder
feb2b404-6db4-4147-8357-a5d8630a8fc1,aadffe25-025a-4f67-9401-71d15fb7a02e,c_suite,COO & Co-founder
feb2b404-6db4-4147-8357-a5d8630a8fc1,1c7a94e0-d356-7f9f-9ac7-7b43eadc5fdd,founder,CDO & Co-founder
feb2b404-6db4-4147-8357-a5d8630a8fc1,b173c750-3299-ab23-49c3-99f70b7a1f10,c_suite,CEO & Co-founder
f0ae7be2-0c9e-4d12-ab07-413cdf78d2a1,208dfdef-2c3a-4170-9cf2-2afd0d06f819,c_suite,Founder and CEO
7ef36030-1e73-4a5d-b1db-facef2cd039b,b800344f-6eda-445b-9ac6-7e8d18784b75,c_suite,CTO
eeea7bcd-de86-42e0-b233-4bb7d2b7a858,0cc84fa6-7447-347d-106d-a290337f5465,c_suite,"CEO, Co-founder"
d41f929e-e89c-4f57-8882-dc74b75af597,97647003-ba75-c89b-b5c5-5b20760c405b,founder,Founder
e40981ea-ef73-449d-8653-2aa67531081f,d994e7e5-d25d-4135-81e9-e59166d26298,other,Chief Scientist
e40981ea-ef73-449d-8653-2aa67531081f,561b95d7-559d-3756-74d2-8efa0326abc6,vp,VP of Business Development
e40981ea-ef73-449d-8653-2aa67531081f,78e15065-3430-46a7-b782-faa8de4932db,other,Marketing Manager
afd6074b-28c5-42a9-8606-9624894013f4,38122366-0233-4a08-8e1b-8cd570f7786a,c_suite,Co-Founder & CEO
58feb962-0444-4d61-a71f-be1c5412dc8c,7e25c4a2-375d-4d71-8916-fe47c19c3098,founder,Co-Founder
58feb962-0444-4d61-a71f-be1c5412dc8c,965a7281-e6d8-4b1c-8db9-03469bd3370a,founder,Co-Founder
28109de1-b690-4a36-8538-9e9ef0baf260,8f61149e-8973-48b1-9a28-76f1b49ad778,c_suite,Founder & Chief Executive Officer
7108ac0e-bf93-4939-b51e-45c5ff1f2cf7,d00a7dbc-1d2d-4a9f-a8be-04cfb694b8bc,c_suite,Founder and CEO
97097ad7-afe9-4903-ad8a-7e562318115d,35daa71d-2845-4c18-af38-98a9ac006468,founder,Co-Founder
97097ad7-afe9-4903-ad8a-7e562318115d,e1e4b0d5-3237-9197-f740-2e69117246a0,founder,Co-Founder
21e114f5-6257-4e52-8fbe-2c23f2e8f67e,fde4b262-756d-4a47-bedb-4efbe6ad741c,founder,Co-Founder
fc5d84f7-c1d2-4bb7-a29a-c84182add156,8b51ab3d-c77f-38e3-b3aa-b34af5e9ff52,other,CPTO
f283f1d2-90a7-4138-b139-2b7af44dd1cf,473a4661-d520-4974-a8ff-d378284a735f,c_suite,Founder & CEO
f283f1d2-90a7-4138-b139-2b7af44dd1cf,92b34c60-e521-4068-924f-b58d0745483d,founder,CDO & Co-Founder
f283f1d2-90a7-4138-b139-2b7af44dd1cf,05b9329c-330d-49ae-9a3d-693605fb0a6d,founder,CPTO & Co-Founder
c11e3bb2-781a-46f9-ba52-5b4701e23826,c9940980-8cf5-8fd6-e9ef-022006adc39e,c_suite,Founder & CEO
f87b5a05-fd2f-40c9-b1c0-9e5d34bbb3fc,51987c38-6c0d-8e9c-3308-78f71b1c3c8a,c_suite,Founder & CEO
8e3fdcb9-8446-4bdc-aaa6-8bb73ec23d28,29b7e8c0-565f-4a8b-8244-3ef524c9a77b,c_suite,CEO
8e3fdcb9-8446-4bdc-aaa6-8bb73ec23d28,155cc06c-aa25-4ea1-a04c-a252caaab951,c_suite,Chief Commercial Officer
2978496e-308b-4db1-b656-89911cd11f96,6bfdcf6e-6a63-4080-8ddd-7db3848bdb6a,c_suite,Co-Founder and Chief Executive Officer
2978496e-308b-4db1-b656-89911cd11f96,33840a28-fb1a-4ed7-a290-c31220857302,founder,Co-Founder and CDS
2978496e-308b-4db1-b656-89911cd11f96,82f9433d-0044-428f-85d3-2e04ea9aef93,founder,Co-Founder
1db5f4c5-8f67-46fb-acd1-0d6b06b8c9d0,d7ba6776-83c9-4e7f-bb84-fddeda14fa9c,other,CCO
8c44d0b8-9407-4764-b18d-d2757ec17192,d7234b1c-6db8-40fc-bec5-5bc3aec31047,c_suite,Co-Founder & CEO
10c57b55-aa24-423a-882c-d9b815e9a04c,6c01859f-0cbc-42e0-9737-1c414e8852d7,c_suite,Founding Director Of Product
10c57b55-aa24-423a-882c-d9b815e9a04c,e18ce25d-7a83-49bb-ba68-1edd0db5045f,c_suite,Co-Founder & CTO
b56dc3ee-95b3-480d-a65c-cb16894d3dae,2d0785a4-03b7-db37-2128-bbbdb6d1e549,c_suite,"Co-Founder, President, and CEO"
b56dc3ee-95b3-480d-a65c-cb16894d3dae,d2721e5c-442d-cc7a-6b8d-f3d9f7f55a02,vp,Vice President of Business Development
b56dc3ee-95b3-480d-a65c-cb16894d3dae,79b57f05-9062-4151-9ef7-9edbeb4f6ae5,vp,Vice President of Worldwide Sales
b56dc3ee-95b3-480d-a65c-cb16894d3dae,1dacff12-3fb9-4de0-93e5-152e5370ad62,vp,Vice President of Finance and Operations
dfe9ba5b-8829-4361-b256-dcf1421bcc03,09d30838-42b9-4c31-8c08-d13f98d49da5,c_suite,Co-Founder and CEO
dfe9ba5b-8829-4361-b256-dcf1421bcc03,d6d6ad06-37b3-d07f-9d0a-f471fda02dd1,c_suite,Chief Strategy and Medical Officer
dfe9ba5b-8829-4361-b256-dcf1421bcc03,7e08c170-fac1-b43f-1a87-5442760f5a1e,founder,Co-Founder
6896350a-ca39-4de4-87a1-9ceedeac3632,de3fb0cf-2e75-4851-a8f1-b3f052c2cd2a,c_suite,Chief Commercial Officer
6896350a-ca39-4de4-87a1-9ceedeac3632,280f20c6-78b7-40ca-ab34-5dfce9cc9521,c_suite,CTO
232982d0-b253-43ea-8d5b-4ca9382c53a2,4818f6d7-0fb0-4f7b-9d0c-8b5d29e82b02,founder,"Founder, Member and Chief of Staff"
232982d0-b253-43ea-8d5b-4ca9382c53a2,c2d618b0-33c8-4270-8fac-586c8a560981,c_suite,Co-Founder and CTO
232982d0-b253-43ea-8d5b-4ca9382c53a2,da8f093d-0036-4347-a639-fd41255539e4,founder,Founder and Member of Technical Staff
232982d0-b253-43ea-8d5b-4ca9382c53a2,1e2af92e-48f0-4def-8bbd-4d43e3ece75f,c_suite,Co-Founder & CEO
232982d0-b253-43ea-8d5b-4ca9382c53a2,d58149ab-7123-4031-8a9d-cc3dea17e0e3,c_suite,CSO & Co-Founder
232982d0-b253-43ea-8d5b-4ca9382c53a2,b7bd6bfc-3b6d-4d4d-a018-04bdcdc361fe,founder,Founder & Member of Technical Staff
232982d0-b253-43ea-8d5b-4ca9382c53a2,afd46cde-d3ad-4c7c-b7c9-ae1a8ba7ac9d,founder,Founder and Member of Technical Staff
232982d0-b253-43ea-8d5b-4ca9382c53a2,aaf3b414-faa8-4eaf-859f-a481e654f8cb,other,Founding Member of Technical Staff
232982d0-b253-43ea-8d5b-4ca9382c53a2,41f36319-4377-4f72-9834-25bbd7a4a604,founder,Founder & Member of Technical Staff
3c03626e-9a67-4032-b77d-f3cc6f8ba934,960246b5-09b2-5973-d622-bd8c976072ff,c_suite,Co-founder & CEO
dc49f74f-0282-4ed9-969e-c14d0b106ed6,f62e130f-d8b3-4e6e-a1f6-dba24a1db7fa,founder,Founder
da1a9b2c-6dc9-49d9-9017-6e51b64ad1de,a550b0cd-2a80-4dd7-988f-18b3e80a804c,c_suite,Founder and CTO
d9bc389c-ee20-415c-85ce-0d0fd8b78deb,18fc5c50-67f7-4a3e-b05e-2bab5e639cbc,c_suite,Founder and CTO
d9bc389c-ee20-415c-85ce-0d0fd8b78deb,7a096fa1-0a59-4311-9cc5-c7d74c54d470,c_suite,Co-Founder and CEO
64f88214-3c12-49ad-890a-64d77ddcd829,a7aa1cc4-d2ed-49c6-9067-5b1533286f5b,c_suite,Co-Founder and CEO
64f88214-3c12-49ad-890a-64d77ddcd829,c16c7964-9384-49bc-9ccd-90a0b286d86e,c_suite,Co-Founder and CTO
64f88214-3c12-49ad-890a-64d77ddcd829,5617a49f-9a59-4892-a85a-42e8326759e6,founder,Co-Founder
05ad6a24-4b2b-4b2b-9b8b-c36ff9281987,6bf335ec-5a41-4c6a-ace9-3224deeb9cbc,c_suite,Founder & CEO
05ad6a24-4b2b-4b2b-9b8b-c36ff9281987,8051cb6d-1d3e-4de4-86b8-197b1d45967a,c_suite,Co-Founder and CTO
79fbb2c4-38f8-41a3-8477-06b2a428cd2d,b2cff8e0-93c8-7e61-eace-a30b22ba7877,c_suite,CEO and Co-Founder
fb0f2a90-47f1-45df-84d1-83efe552e21d,853f41dd-c21f-4b68-8457-9ed75a2950e6,c_suite,CTO
1d1be1b1-2a82-4c5b-b850-8b607ad501f1,abf0b465-c3ed-425d-aeeb-9e972f8f9c85,c_suite,Founder & Chief Executive Officer
1d1be1b1-2a82-4c5b-b850-8b607ad501f1,562d7b5a-c7fa-4be0-9677-f6331a147d61,c_suite,Founding CTO
708f5832-42ea-43db-a25a-de19d28cad3d,2360d544-c2f0-4f52-add7-c5bf17703e10,c_suite,Founder and CEO
5dd3d266-ec73-41ed-9b44-bd92de58a1b7,2dbdc299-e13e-4e2d-af31-f2444ace9134,founder,Co-Founder
7baf2291-2d18-44b3-bbd6-413698093e02,861f750f-52de-45d0-ada7-7cedd1bf7dee,c_suite,Co-Founder and Chief Executive Officer
7baf2291-2d18-44b3-bbd6-413698093e02,cc71d3f0-7bdb-48fb-b35f-1a906f0ff046,c_suite,Co-Founder and CTO
ab514d8a-2c9f-4db1-9dc1-07fa87ba031b,5bb364f1-4851-4c24-92a1-1f7fe4afa15b,c_suite,Founder CEO
ab514d8a-2c9f-4db1-9dc1-07fa87ba031b,34e97c85-89c5-40f1-9b54-310f6048cb4a,c_suite,Co-Founder & CFO
2a39fd9a-1490-409b-934a-3636ace7120a,e7070830-ceed-caa8-91c8-55dee5047665,c_suite,CEO
d7ce076a-6395-4cd5-a958-da4c1059c385,1ac4796f-100b-467d-b666-d0d0deae51b1,c_suite,Co-Founder & CTO
d7ce076a-6395-4cd5-a958-da4c1059c385,b073fbfe-6fa0-4c7f-b74a-7971ec22d861,c_suite,Co-Founder & CEO
191a271c-b8a2-495c-b54a-77a18373d11e,7e6cfd88-c902-43dc-ab5a-9dcb9b507938,c_suite,Co-Founder and CEO
191a271c-b8a2-495c-b54a-77a18373d11e,10814a68-9533-4ff0-bf7d-9d671ca5e00c,c_suite,Co-Founder and CTO
7f9a2f8c-c1f1-4b4b-8f9a-34a9c00333a7,e6e6c264-1bdb-9afc-5d63-b09ade8cb7c4,c_suite,CEO
63a4692f-913d-4ce4-9297-15f45a411370,7d7f832c-7428-42d3-a133-125a649cd07a,c_suite,CEO and Co-founder
63a4692f-913d-4ce4-9297-15f45a411370,44cd7821-4c13-6b40-476a-496518a1a279,vp,Senior Vice President of Growth
74053dc5-b0b8-40c5-b8c3-6c45f2898724,1ae4db75-5d0c-e451-b527-57ee26727aa6,c_suite,Founder and CEO
74053dc5-b0b8-40c5-b8c3-6c45f2898724,1d57a73d-2539-4dab-8b22-77277684bd42,founder,Co-Founder and Head of Engineering
74053dc5-b0b8-40c5-b8c3-6c45f2898724,3250102b-6146-4a0d-8f14-f113ac170ddb,vp,Head of Revenue Operations and GTM strategy
c584779b-01fa-4c4d-887c-2b0918f1ffa3,6666c46a-e9fb-45ba-afa2-bdcfb4670cfb,founder,Co-Founder
c584779b-01fa-4c4d-887c-2b0918f1ffa3,d5967e0a-b56a-48f0-bf8c-8d15c6e26cbc,founder,Co-founder
545d1295-cf73-4a19-a03e-e56dd89c77f9,3fdef00e-221d-43ab-ae26-52ea5e721538,c_suite,CEO and Co founder
545d1295-cf73-4a19-a03e-e56dd89c77f9,5f6f8f5b-eacb-4eb0-a0f7-e87dd7c8b5bc,c_suite,Co-Founder and COO
2c350df6-0f44-47e5-9eed-ab4515d6cc6b,25382ca0-9edf-4c65-9222-51370282d13e,c_suite,COO
7aeb6366-a2d8-459f-8bb6-7d112c482d6a,68af3da0-65ab-4a61-bb2f-0fb26ecf6da3,c_suite,Co-founder and CTO
7aeb6366-a2d8-459f-8bb6-7d112c482d6a,20526db0-6668-3e0f-b057-bae0ec990d5e,c_suite,Co-Founder and CEO
7aeb6366-a2d8-459f-8bb6-7d112c482d6a,df342736-ae0e-4dff-bd63-9b71926a5a35,other,Software Engineer and Founding Member
c21e8930-4946-44fd-ba79-06a12e103eed,21c81064-3b98-21e7-0a2a-ba8289732577,c_suite,Co-Founder and CEO
c21e8930-4946-44fd-ba79-06a12e103eed,a37d11dc-b2a4-46f2-a8fb-59038373e31b,c_suite,CTO and Co-Founder
c21e8930-4946-44fd-ba79-06a12e103eed,216c0c8c-f00a-3fb9-a6e6-f1052a3d4ea4,c_suite,Co-Founder and Chief Science Officer
9db97afe-1060-40d5-891f-c50099c3ffc6,6eb4ac53-cdfb-45b0-8da0-6aba53d0aed0,c_suite,Co-Founder & CTO
9db97afe-1060-40d5-891f-c50099c3ffc6,a8c58f77-0496-456b-86df-3467ec805f5c,c_suite,Co-founder and CEO
5e01c52e-fd8d-4bc3-8fe3-52b283aefed1,20010759-4e8c-f15b-19ab-d43eb28d0547,c_suite,Founder CEO
fdd70611-0ff8-433c-b991-39d67171900d,944ca498-a9d3-8b54-b12b-5a83cf6a3886,c_suite,Co-Founder and CTO
fdd70611-0ff8-433c-b991-39d67171900d,708045fd-062b-49cb-b4f9-02f57f2d6325,c_suite,Co-Founder and CEO
a8455bf3-ecb1-4eec-9097-5a6cca446bb3,6469a66f-2935-4eac-8b66-26ec79a01c62,c_suite,Founder and CEO
a8455bf3-ecb1-4eec-9097-5a6cca446bb3,8962220e-bb55-4cec-8257-944f804ba1e9,founder,CGO and Co-Founder
1bd45866-cfc1-4070-b32a-6cb6edd29658,7dc943b5-8a28-4f0a-968b-ef6162f1a465,c_suite,CEO
b15be7f3-33b8-4380-856b-40e30dd97221,1c3d7a40-b3a7-4f1f-91bc-89eb5f56270d,board_member,Co-Founder and Board Member
c570fdd9-202b-45ed-a6ce-38cbb7ff02cb,574ec5cb-b491-af4e-40ea-785097a9cfc2,c_suite,Founder & CEO
c570fdd9-202b-45ed-a6ce-38cbb7ff02cb,506d9966-3e05-43c2-9ea5-e6e659f723f6,c_suite,CTO
c570fdd9-202b-45ed-a6ce-38cbb7ff02cb,45d4d415-2639-475c-90fe-c40134c7e2c6,c_suite,COO
668bf43e-095e-4f7c-b596-7d5858010171,75ed7824-ab29-49ab-903c-d8c47b2b1f3e,c_suite,CEO & Founder
668bf43e-095e-4f7c-b596-7d5858010171,680379f8-ebc2-4257-a3b9-013bfc90aad9,c_suite,Founder and CTO
e20845f0-9204-42eb-bf41-b5618261e7a7,e42503f4-8b3c-42cf-b92d-90fb4618629a,c_suite,Founder and CEO
d3d2f9a5-d1af-4465-a0b0-49f5c5f844e6,0d0341c8-8f6d-4f8e-a573-be7d55a6d3c1,other,Founding Engineer
584bc12c-825c-447d-8a0e-fc23f1645bd7,6170e0ad-bfa9-b573-705c-47c05d928e52,c_suite,Co-Founder and CEO
584bc12c-825c-447d-8a0e-fc23f1645bd7,37f269c9-829c-478b-afeb-25465dc83ac5,founder,Co-founder
584bc12c-825c-447d-8a0e-fc23f1645bd7,d19bea85-1453-47c0-9892-b1b412fc250f,founder,Co-Founder
01b015e9-1c70-4837-a435-52345d1a834b,48799440-ee04-35a0-1f7c-9ece8b4aa6ef,founder,Co-Founder
01b015e9-1c70-4837-a435-52345d1a834b,17d458e3-c76f-4a66-aa5f-764c286b9638,founder,Co-founder
01b015e9-1c70-4837-a435-52345d1a834b,f5876795-f132-ffc0-356c-7cc506c61d52,founder,Co-Founder and Research Lead
e0f82466-449e-4b58-8865-8e1922a17ffd,58c9f172-2365-453a-b350-790b2fe54f23,c_suite,COO and President
04499259-e1c9-4e5b-bbe8-4e9232041f88,4b92b855-7d20-4c18-8c67-6c164034abf9,c_suite,Co Founder and CEO
1f6ef495-e9c2-41ce-b074-c0ec45fdb7a9,41a4e8c4-d4c2-4649-af7c-497dd104deac,c_suite,Co-Founder and COO
67637cfd-f696-4b97-8213-6ebd6288b7c8,87549f19-0b50-0841-e822-adcfb777e2e2,c_suite,CEO
3f713825-eab1-456b-8a70-aa0b3d6cbacb,55f7e0a5-dc87-44d4-913c-61121a577613,c_suite,Co-Founder & CEO
fa7041c2-e94f-47d2-ac55-28516d2b4464,b124b3d0-a8b4-2eee-a773-46b55eaf326a,c_suite,Co-Founder and Chief Product Officer
fa7041c2-e94f-47d2-ac55-28516d2b4464,ba53d1f9-21a9-0bbc-0b00-8ff426cb461c,c_suite,Co-founder and CEO
fa7041c2-e94f-47d2-ac55-28516d2b4464,2878095c-70df-47c8-9b71-ae859fc7d6d0,vp,Head of Revenue
fa7041c2-e94f-47d2-ac55-28516d2b4464,e69d5638-a6ed-4a49-b9a1-cc3681745bba,c_suite,Chief Operating Officer
71fb7574-6f03-486b-a5e1-9077de2a6ca6,ef623119-afb7-47c5-8f5a-eb76a6844744,c_suite,Co-Founder and CTO
71fb7574-6f03-486b-a5e1-9077de2a6ca6,641585c8-4d6f-42b3-995a-26e3380e2888,c_suite,CEO and Co-Founder
1a3f6a55-b68f-4af1-89b3-704ecd287f67,2355d9d7-6eaf-40b1-ad42-9e9308abf839,c_suite,Co-Founder & CTO
7f9cbe00-b958-403d-a23b-c0b38f8a240a,331366f9-f7f7-3739-5256-fa7880efdcda,c_suite,CEO
7f9cbe00-b958-403d-a23b-c0b38f8a240a,1ec412bb-d338-46a4-95a9-cdd79241706c,founder,Co-Founder
569885cd-5a65-4cbf-9429-8e08e3b969d3,a162b670-fba4-931d-14a9-f0a58fecd951,c_suite,Founder and Chief Executive Officer
569885cd-5a65-4cbf-9429-8e08e3b969d3,1ce1afe3-a4fe-4c7a-924e-6477a1235243,vp,Founding Engineer and Head of OSS
569885cd-5a65-4cbf-9429-8e08e3b969d3,2d37b0fc-4097-4ff9-8dce-f757cb4d6dbb,c_suite,Founder and Chief Technology Officer
2f5bed12-6db0-4627-8392-f1bcb22ddd92,7d9c6a67-9acd-4c43-a217-6d796691da05,founder,Co-Founder
0e1fce44-2d9c-496c-8d98-bba2fe2336f7,39348176-60fb-4551-a938-2ca6427ec0d9,c_suite,Co-Founder & CTO
678e3a1a-1f99-434b-ba8d-0dad59eb0291,b460f5e0-93c4-c856-a926-9737c4e7abee,founder,Co-Founder
678e3a1a-1f99-434b-ba8d-0dad59eb0291,b9ccafe5-69d8-b047-8b5e-513019b13673,founder,Co-Founder
678e3a1a-1f99-434b-ba8d-0dad59eb0291,fa40f705-79e3-4ba6-90b1-8d0a4aceaa32,founder,Co-Founder
304671af-fde7-4378-8c41-6a20b2ee6968,b0bad0ef-df03-48af-9e4f-503c7be3ad13,c_suite,Co-Founder and CTO
304671af-fde7-4378-8c41-6a20b2ee6968,6c932870-c929-8538-8197-f173b88d85b5,c_suite,Co-Founder and CEO
b009f1c8-ca79-441a-bb85-ff7cc48d0659,699adeb7-2a6e-24b6-e68e-ea27ce6662f2,c_suite,CEO and Co-Founder
ef6584ce-7538-41d2-a0e9-4705b0a19139,a68010de-9997-4299-a3db-40f21f990af7,c_suite,Co-Founder and CEO
ef6584ce-7538-41d2-a0e9-4705b0a19139,2be76a39-5b19-4f7b-8b0c-459cde0e110d,c_suite,Co-Founder and CTO
ef6584ce-7538-41d2-a0e9-4705b0a19139,353e7f90-b014-4744-bb76-1dd685cd161c,c_suite,Co-Founder and CTO
e5f2e2b8-4d5d-4eec-979f-69fb4742466b,cd4c3592-cfc3-47aa-9bb3-0dc2e86c0b7e,c_suite,Founder and CPO
e5f2e2b8-4d5d-4eec-979f-69fb4742466b,06434225-dce7-415b-ad63-e64ec4cda930,c_suite,Interim Chief Executive Officer
e5f2e2b8-4d5d-4eec-979f-69fb4742466b,1d2c67b5-63da-ece1-e6d9-9251698a26d2,c_suite,Chief Financial Officer and Chief Operating Officer
fa925c8d-b174-4ee7-b1bb-f35a7a41a53c,030806e9-9f0f-48ac-8ebc-16a7aa0be176,c_suite,Founder & CEO
1980abcf-5c5b-4d8c-a5ac-3346e304476e,b9411a77-5d6c-41e8-b64a-f3968feb6b00,c_suite,CEO and Co-Founder
1980abcf-5c5b-4d8c-a5ac-3346e304476e,3a3343d1-6e6e-4da2-9fd7-f6a7de4a3699,founder,Co-Founder
20fd4bc2-2e1e-4557-bf15-a2b1448073c7,e47aabbb-e79e-4148-ac18-c6ce7475ea7d,c_suite,Co Founder and CEO
20fd4bc2-2e1e-4557-bf15-a2b1448073c7,be1f511e-b75b-48f6-876f-35f505ae9178,other,Founding Software Engineer
20fd4bc2-2e1e-4557-bf15-a2b1448073c7,a88a6bcd-e488-4dc8-bff7-fa7edfbe9475,c_suite,Co-Founder and CTO
264bf7df-2dbf-49b9-85dc-9fe8cca2fa5b,f5e678b6-539c-49d4-a700-38dd3478814b,c_suite,Co-Founder & CRO
264bf7df-2dbf-49b9-85dc-9fe8cca2fa5b,4d7108f5-ffc5-4842-8075-2d45d02a7a85,c_suite,"Co-Founder, CTO"
264bf7df-2dbf-49b9-85dc-9fe8cca2fa5b,72f47e4f-3791-4702-84f9-2eb3b86897a2,c_suite,Co-Founder & CRO
03a6cbaa-5d1a-4092-b35f-86d5cdf715c3,2e298c59-38e1-49f6-b886-22702712698d,c_suite,CEO & Co-Founder
03a6cbaa-5d1a-4092-b35f-86d5cdf715c3,07f3d158-d2b9-4e12-937d-b6c74ecde0fd,c_suite,CTO
03a6cbaa-5d1a-4092-b35f-86d5cdf715c3,d51e96ad-8554-4be2-9e86-6ba2e70cb5d1,c_suite,Co-Founder & Chief Product Officer
9a6d4188-708d-4504-b1a9-9f6c54e91242,85350376-b271-4d66-725c-661a61aea910,founder,Co-Founder
9a6d4188-708d-4504-b1a9-9f6c54e91242,1eb6b643-571c-411d-b821-988b6dd585d9,founder,Co-Founder
4e65259c-e73d-410e-8e37-e29a456fd74d,d9394e8a-16e1-2166-dfa0-a1dbc5277537,c_suite,Co-Founder & CEO
4e65259c-e73d-410e-8e37-e29a456fd74d,68d789c7-f64a-45f2-bad6-5d9d80fccc76,founder,Co-founder and CBO
4e65259c-e73d-410e-8e37-e29a456fd74d,536d382f-a106-4780-b4a2-66f7238a6695,c_suite,Co-Founder and CTO
a380c71b-c2a2-407f-a3d6-b9eba15da59a,d44e7e9c-1d88-444e-969d-776a05c46bb1,c_suite,CEO and Co-Founder
a0284592-a241-4dbe-bd28-081dd321c413,bd67c17c-1705-406e-aaec-2c5ebf265748,founder,Co-Founder
a0284592-a241-4dbe-bd28-081dd321c413,b24acff5-e305-40f1-870f-d65b44abebe5,founder,Co-Founder
7d11f01a-80b3-468a-bc23-27d7ab6fda34,c0c06e16-1a0f-48d7-bd55-d9f297ee94f2,founder,Co-Founder
bdde4f2f-31ee-46c3-8e12-074afb598206,56cacc89-13fa-498a-abf3-4dda6b5c3214,c_suite,CEO & Founder
8f314b27-7fb0-44cf-b7f1-8444961a397d,61063985-2262-4e32-8a41-964013887d81,c_suite,Co-Founder and CEO
8f314b27-7fb0-44cf-b7f1-8444961a397d,cda84ad2-744a-42f0-b7e3-6de832d404dd,founder,Co-Founder
7cabbc9c-a74d-43ee-89ab-040217cacbfa,57d01d33-332e-4ffb-804f-97c616d4f85a,c_suite,Co-Founder and CTO
7cabbc9c-a74d-43ee-89ab-040217cacbfa,bf5c20c2-e8d8-4a2f-868e-fc792f8d511d,c_suite,Co-Founder and CEO
7cabbc9c-a74d-43ee-89ab-040217cacbfa,d5441a41-f796-4394-9f7f-d58aba74059c,founder,Co-Founder
