company_uuid,funding_total_usd,log_funding,num_funding_rounds,employees_ordinal,company_age_months,num_founders,founder_has_phd,founder_has_mba,max_founder_prior_jobs,avg_founder_prior_jobs,team_size,c_suite_count,board_count,advisor_count,is_success,company_degree,company_degree_centrality,company_pagerank,company_betweenness,avg_investor_degree,max_investor_degree,avg_investor_pagerank,max_investor_pagerank,avg_investor_betweenness,investor_clustering_coeff,investor_coinv_density,num_lead_investors,fund_type_grant,fund_type_non_equity_assistance,fund_type_other,fund_type_pre_seed,fund_type_seed,fund_type_series_a,fund_type_series_b,fund_type_series_c,fund_type_series_unknown
0b8861f0-dfed-4191-99c9-5cf61a9d3bd7,33180000.0,17.31745787286521,2,1.0,35.972404730617605,0,0,0,0,0.0,1,1,0,0,1.0,5,0.00021924055073226344,4.21597322525377e-05,5.193691544521884e-05,21.8,42,0.00016211765985187817,0.0002822116758217346,0.0011694013113568533,0.002429485042196215,1.0,0,False,False,False,False,False,True,False,False,False
0d140c8a-b073-4606-8433-4c22840425e2,2500000.0,14.731801689838349,1,,59.95400788436268,0,0,0,0,0.0,0,0,0,0,0.0,5,0.00021924055073226344,6.265260075041283e-05,8.575954720627643e-05,4.2,9,4.483494571449913e-05,8.383463804091163e-05,0.00020382675345477372,0.005475394567500816,1.0,0,False,False,False,True,False,False,False,False,False
cb7ca3eb-9f34-44ce-9156-61e155944336,27000000.0,17.11134746100564,2,2.0,35.972404730617605,2,1,0,6,4.0,2,2,0,0,1.0,13,0.0005700254319038849,8.833757853267243e-05,0.00016743801075482203,25.76923076923077,79,0.0001780378093804827,0.0005365102296071827,0.0015488626648760748,0.0022755574022360874,0.8717948717948718,0,False,False,False,False,False,True,False,False,False
6801b5cd-83f3-4d46-86dd-686d858b1af0,4000000.0,15.201805169084134,3,1.0,18.988173455978973,3,0,0,4,2.3333333333333335,0,0,0,0,0.0,4,0.00017539244058581075,3.358213076040288e-05,0.00023039393524257223,93.5,304,0.000691461871402943,0.002223818151489363,0.025581504935321665,0.001251462971225515,1.0,0,False,False,False,False,True,False,False,False,False
87308ca7-ea2b-4136-ad94-46131c50053c,5000000.0,15.424948670398354,1,2.0,27.989487516425754,2,1,0,5,4.5,0,0,0,0,0.0,8,0.0003507848811716215,6.330089316788725e-05,2.7708389331489106e-05,10.5,38,7.928362791859993e-05,0.0002610208400185923,0.0003338549723461058,0.0025717157287316423,1.0,0,False,False,False,False,True,False,False,False,False
ee51581e-063c-432b-9c73-b3491e5800c0,3500000.0,15.068273812173887,1,2.0,23.98160315374507,2,0,0,1,1.0,4,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,True,False,False,False,False
30bef349-0377-4560-9039-1801456aa6da,14500000.0,16.489659276356317,3,1.0,47.96320630749014,3,0,0,4,2.3333333333333335,0,0,0,0,0.0,6,0.0002630886608787161,6.070638869411657e-05,0.00040494044814093447,105.0,581,0.0007649985259833855,0.004186935873269367,0.02303981827747703,0.004285211779519315,1.0,0,False,False,False,False,False,True,False,False,False
4539d36c-633b-4f58-909f-30380d2fc541,6000000.0,15.607270193858982,1,2.0,23.98160315374507,2,0,0,3,2.0,2,2,0,0,1.0,14,0.0006138735420503376,0.00017507318347827677,0.00036802683076988727,4.428571428571429,31,4.387677972384089e-05,0.00024466661375162905,0.00013609551934825372,0.00586262133172188,1.0,0,False,False,False,True,False,False,False,False,False
0e1036e4-a901-43a1-80d0-047432508609,3500000.0,15.068273812173887,1,1.0,20.006570302233904,2,0,0,4,3.0,0,0,0,0,0.0,6,0.0002630886608787161,5.028732597948211e-05,7.720399756164139e-05,16.666666666666668,39,0.00013563610986136294,0.00033219357645113384,0.0013121702501246463,0.0025926325512270637,1.0,0,False,False,False,True,False,False,False,False,False
72ba872f-7e54-4e70-bac1-a73211e32905,3200000.0,14.978661680269907,2,1.0,18.331143232588698,2,0,0,3,2.0,1,1,0,0,0.0,13,0.0005700254319038849,0.00018417603139906603,0.00042567786677564395,6.461538461538462,42,6.494725081460437e-05,0.00038699562549563657,0.0004358644521082388,0.006718819442945762,1.0,0,False,False,False,False,True,False,False,False,False
1bfbfcf1-f226-4bc3-8cc7-81e17565421e,3119994.0,14.953341957220278,1,1.0,35.972404730617605,1,0,1,2,2.0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,True,False,False,False,False
5c2a5fac-5430-4fe9-ac24-db08b6e33e05,9300000.0,16.04552506565036,1,1.0,52.989487516425754,3,1,0,2,1.3333333333333333,3,3,0,0,0.0,7,0.0003069367710251688,5.9403061728601255e-05,1.3602231840448916e-05,6.428571428571429,13,5.406256565645973e-05,0.00010779850701200633,9.053810458580861e-05,0.0027301899064180036,1.0,0,False,False,False,False,True,False,False,False,False
4d01ba00-5ebc-47d8-99f4-2bdb8b92d889,12900000.0,16.372737946851277,2,1.0,27.628120893561103,0,0,0,0,0.0,0,0,0,0,0.0,3,0.00013154433043935805,3.109767924387103e-05,1.3643112582177174e-05,13.333333333333334,31,0.00010850694513529013,0.00024278396898116014,0.0012913820776247504,0.003137596832538806,1.0,0,False,False,False,False,False,False,False,False,True
ec9d560b-57d7-4b7a-9d51-73a90a44357e,6000000.0,15.607270193858982,4,2.0,35.972404730617605,4,0,0,8,3.0,1,0,0,0,0.0,1,4.3848110146452686e-05,4.384618757399044e-05,0.0,1.0,1,4.384618757399044e-05,4.384618757399044e-05,0.0,0.0,0.0,0,False,False,False,True,False,False,False,False,False
47c7de19-2d5e-4936-91ae-5ea3490442ad,91000000.0,18.326370075470134,3,3.0,20.76215505913272,4,0,0,1,1.0,0,0,0,0,1.0,4,0.00017539244058581075,3.923580656945236e-05,9.774419583313807e-05,51.25,127,0.0003753198223873962,0.0009096516264355699,0.0059147509816569865,0.0015091819942887625,0.3333333333333333,0,False,False,False,False,False,True,False,False,False
cdae5387-9473-4c75-9880-a1a79a837f1f,9000000.0,16.012735246411598,1,1.0,59.95400788436268,1,1,0,3,3.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,False,False,True,False,False,False
f23b119f-4346-4db3-aa1b-76545aef4034,24000000.0,16.993564429978885,2,1.0,35.972404730617605,2,0,0,2,1.5,1,0,0,0,0.0,2,8.769622029290537e-05,1.9329134741004996e-05,9.4082974190967e-06,86.5,136,0.0006145530096336491,0.0009482314533455214,0.008236370729956923,0.0012203590077117812,1.0,0,False,False,False,False,False,False,False,False,True
49d798c9-b678-4441-b308-524b4c232fa5,8900000.0,16.001561947061912,2,1.0,32.03022339027595,0,0,0,0,0.0,0,0,0,0,0.0,6,0.0002630886608787161,5.2744641808602705e-05,5.968820581326749e-05,13.666666666666666,31,0.00010815422206168464,0.00024466661375162905,0.0004515646829743349,0.0028509169159452977,0.8,0,False,False,False,False,True,False,False,False,False
653b8697-7ca6-495c-af25-570548d5ddee,29961118.0,17.21541106571554,2,3.0,25.0,3,0,0,2,1.0,1,0,0,0,1.0,10,0.0004384811014645269,8.510982970787727e-05,0.0011582913914104226,69.6,581,0.0005196788767200661,0.004186935873269367,0.015571132248202928,0.0028017789355796346,1.0,0,False,False,False,False,False,True,False,False,False
0490188b-e953-4131-b445-fc433a0d0317,9000000.0,16.012735246411598,1,2.0,23.98160315374507,2,0,0,1,1.0,2,2,0,0,1.0,18,0.0007892659826361484,0.00019084157381091734,0.0005137652597648855,10.666666666666666,92,8.760218467725784e-05,0.0006730020912565617,0.0008198369319246768,0.005267209025951627,1.0,0,False,False,False,False,True,False,False,False,False
1d6fc0c8-7112-4809-b450-7efb90b71b30,107000000.0,18.488339401771974,3,3.0,59.95400788436268,2,0,0,2,1.5,1,0,0,0,1.0,7,0.0003069367710251688,4.8913619858387686e-05,0.00031995566836978776,141.42857142857142,581,0.0009980720501852195,0.004186935873269367,0.025121306766318175,0.0018329574446464705,0.8095238095238095,0,False,False,False,False,False,False,True,False,False
20731b6c-5478-49b7-aeec-380e7865cc50,7300000.0,15.803385043104912,1,2.0,47.96320630749014,1,0,0,4,4.0,0,0,0,0,0.0,6,0.0002630886608787161,4.5289626939741854e-05,0.00011696084390626261,32.833333333333336,127,0.00023362374645512682,0.0009096516264355699,0.003171818955543211,0.0025016210206108406,1.0,0,False,False,False,False,True,False,False,False,False
bfa6f99e-e451-495a-ad78-313c91a48001,28600000.0,17.168917310755116,2,2.0,35.972404730617605,5,0,0,9,3.0,4,1,0,0,1.0,8,0.0003507848811716215,0.00011103733055937729,0.000184810739638869,2.0,5,2.6337557955151393e-05,5.048477397854166e-05,3.6376237220948185e-05,0.0066030515751884155,0.8571428571428571,0,False,False,False,False,False,True,False,False,False
9f9cbf32-826c-4ffb-a267-55a52ab8f205,1000000.0,13.815511557963774,1,2.0,47.96320630749014,1,0,0,1,1.0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,False
28544dbb-2314-4f45-b395-a5e3e6e042b3,1550000.0,14.253766134056512,1,3.0,23.98160315374507,1,0,0,3,3.0,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,False,False,False,True,False,False,False,False,False
c42812bc-a992-4db4-83c9-2df75c4595ad,1400000.0,14.151983508870947,1,1.0,23.98160315374507,1,0,0,1,1.0,1,0,0,0,0.0,11,0.00048232921161097954,0.0001289000987870927,0.0003967006289751475,8.727272727272727,59,7.33735212504778e-05,0.0004126954427863725,0.000456148924457841,0.005309197802748993,1.0,0,False,False,False,True,False,False,False,False,False
e2857bb7-339f-4010-9fbf-5df6ac4d3f2a,37000000.0,17.426428497635523,2,2.0,25.0,3,0,1,6,3.0,2,1,0,0,1.0,13,0.0005700254319038849,9.093165069677725e-05,0.00013658953838472708,23.076923076923077,75,0.0001610075790723301,0.000499016151199114,0.0009638750206414371,0.0028310327152439715,0.6538461538461539,0,False,False,False,False,False,True,False,False,False
8e938103-582d-4ac9-be0c-fcfccc6001ab,82000000.0,18.22222981742365,3,3.0,35.972404730617605,2,0,0,3,2.0,5,3,0,0,1.0,3,0.00013154433043935805,4.278922837310769e-05,4.325153925247837e-05,3.0,6,3.491337021696694e-05,5.911464603094937e-05,3.5204806278893636e-05,0.0044448603098019976,1.0,0,False,False,True,False,False,False,False,False,False
